"id","date","time","sex","age","stimulus","stimulus_gender","iq","perc_iq","perc_attr"
"26",2018-06-30,14:14:22,"Male",22,"CF0001_1101_NE.jpg","Female",103,103,"1"
"26",2018-06-30,14:14:22,"Male",22,"CF00016_1100_NE.jpg","Female",107,107,"3"
"26",2018-06-30,14:14:22,"Male",22,"CF00017_1100_NE.jpg","Female",96,123,"5"
"26",2018-06-30,14:14:22,"Male",22,"CF00018_1100_NE.jpg","Female",102,102,"1"
"26",2018-06-30,14:14:22,"Male",22,"CF00019_1100_NE.jpg","Female",96,96,"4"
"26",2018-06-30,14:14:22,"Male",22,"CF0002_1100_NE.jpg","Female",97,97,"3"
"26",2018-06-30,14:14:22,"Male",22,"CF0003_1100_NE.jpg","Female",89,91,"4"
"26",2018-06-30,14:14:22,"Male",22,"CF0004_1100_NE.jpg","Female",81,70,"3"
"26",2018-06-30,14:14:22,"Male",22,"CF0005_1100_NE.jpg","Female",100,104,"4"
"26",2018-06-30,14:14:22,"Male",22,"CF0006_1100_NE.jpg","Female",109,109,"7"
"26",2018-06-30,14:14:22,"Male",22,"CF0007_1100_NE.jpg","Female",98,98,"1"
"26",2018-06-30,14:14:22,"Male",22,"CF0008_1100_NE.jpg","Female",87,87,"1"
"26",2018-06-30,14:14:22,"Male",22,"CF0009_1100_NE.jpg","Female",90,90,"5"
"26",2018-06-30,14:14:22,"Male",22,"CF0010_1100_NE.jpg","Female",92,93,"4"
"26",2018-06-30,14:14:22,"Male",22,"CF0011_1101_NE.jpg","Female",100,106,"4"
"26",2018-06-30,14:14:22,"Male",22,"CF0012_1110_NE.jpg","Female",83,70,"3"
"26",2018-06-30,14:14:22,"Male",22,"CF0013_1110_NE.jpg","Female",104,104,"7"
"26",2018-06-30,14:14:22,"Male",22,"CF0014_1100_NE.jpg","Female",110,110,"6"
"26",2018-06-30,14:14:22,"Male",22,"CF0015_1110_NE.jpg","Female",93,93,"5"
"26",2018-06-30,14:14:22,"Male",22,"CF0020_1100_NE.jpg","Female",104,104,"6"
"26",2018-06-30,14:14:22,"Male",22,"CF0021_1100_NE.jpg","Female",71,73,"7"
"26",2018-06-30,14:14:22,"Male",22,"CF0022_1100_NE.jpg","Female",122,122,"4"
"26",2018-06-30,14:14:22,"Male",22,"CF0023_1100_NE.jpg","Female",109,115,"5"
"26",2018-06-30,14:14:22,"Male",22,"CF0025_1100_NE.jpg","Female",117,91,"3"
