"id","date","time","sex","age","stimulus","stimulus_gender","iq","perceived_iq","perceived_attractiveness"
"19",2018-06-17,14:05:59,"Female",29,"CF0001_1101_NE.jpg","Female",99,99,"6"
"19",2018-06-17,14:05:59,"Female",29,"CF00016_1100_NE.jpg","Female",89,89,"7"
"19",2018-06-17,14:05:59,"Female",29,"CF00017_1100_NE.jpg","Female",103,103,"6"
"19",2018-06-17,14:05:59,"Female",29,"CF00018_1100_NE.jpg","Female",96,122,"4"
"19",2018-06-17,14:05:59,"Female",29,"CF00019_1100_NE.jpg","Female",116,135,"5"
"19",2018-06-17,14:05:59,"Female",29,"CF0002_1100_NE.jpg","Female",101,107,"1"
"19",2018-06-17,14:05:59,"Female",29,"CF0003_1100_NE.jpg","Female",90,84,"6"
"19",2018-06-17,14:05:59,"Female",29,"CF0004_1100_NE.jpg","Female",112,130,"5"
"19",2018-06-17,14:05:59,"Female",29,"CF0005_1100_NE.jpg","Female",116,116,"2"
"19",2018-06-17,14:05:59,"Female",29,"CF0006_1100_NE.jpg","Female",104,103,"6"
"19",2018-06-17,14:05:59,"Female",29,"CF0007_1100_NE.jpg","Female",103,103,"1"
"19",2018-06-17,14:05:59,"Female",29,"CF0008_1100_NE.jpg","Female",121,121,"5"
"19",2018-06-17,14:05:59,"Female",29,"CF0009_1100_NE.jpg","Female",107,107,"3"
"19",2018-06-17,14:05:59,"Female",29,"CF0010_1100_NE.jpg","Female",111,111,"2"
"19",2018-06-17,14:05:59,"Female",29,"CF0011_1101_NE.jpg","Female",109,65,"2"
"19",2018-06-17,14:05:59,"Female",29,"CF0012_1110_NE.jpg","Female",80,91,"2"
"19",2018-06-17,14:05:59,"Female",29,"CF0013_1110_NE.jpg","Female",89,93,"7"
"19",2018-06-17,14:05:59,"Female",29,"CF0014_1100_NE.jpg","Female",102,121,"3"
"19",2018-06-17,14:05:59,"Female",29,"CF0015_1110_NE.jpg","Female",117,117,"7"
"19",2018-06-17,14:05:59,"Female",29,"CF0020_1100_NE.jpg","Female",103,103,"6"
"19",2018-06-17,14:05:59,"Female",29,"CF0021_1100_NE.jpg","Female",86,86,"1"
"19",2018-06-17,14:05:59,"Female",29,"CF0022_1100_NE.jpg","Female",116,119,"7"
"19",2018-06-17,14:05:59,"Female",29,"CF0023_1100_NE.jpg","Female",87,87,"6"
"19",2018-06-17,14:05:59,"Female",29,"CF0025_1100_NE.jpg","Female",97,92,"6"
