"id","date","time","sex","age","stimulus","stimulus_gender","iq","perc_iq","perc_attr"
"24",2018-07-03,10:35:46,"Male",32,"CF0001_1101_NE.jpg","Female",102,122,"4"
"24",2018-07-03,10:35:46,"Male",32,"CF00016_1100_NE.jpg","Female",86,70,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF00017_1100_NE.jpg","Female",91,91,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF00018_1100_NE.jpg","Female",111,113,"7"
"24",2018-07-03,10:35:46,"Male",32,"CF00019_1100_NE.jpg","Female",101,97,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0002_1100_NE.jpg","Female",117,117,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0003_1100_NE.jpg","Female",100,100,"4"
"24",2018-07-03,10:35:46,"Male",32,"CF0004_1100_NE.jpg","Female",108,102,"4"
"24",2018-07-03,10:35:46,"Male",32,"CF0005_1100_NE.jpg","Female",98,83,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0006_1100_NE.jpg","Female",88,88,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0007_1100_NE.jpg","Female",95,95,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0008_1100_NE.jpg","Female",115,115,"7"
"24",2018-07-03,10:35:46,"Male",32,"CF0009_1100_NE.jpg","Female",116,101,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0010_1100_NE.jpg","Female",104,104,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0011_1101_NE.jpg","Female",100,119,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0012_1110_NE.jpg","Female",105,95,"2"
"24",2018-07-03,10:35:46,"Male",32,"CF0013_1110_NE.jpg","Female",107,107,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0014_1100_NE.jpg","Female",89,89,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0015_1110_NE.jpg","Female",90,90,"7"
"24",2018-07-03,10:35:46,"Male",32,"CF0020_1100_NE.jpg","Female",107,106,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0021_1100_NE.jpg","Female",106,106,"4"
"24",2018-07-03,10:35:46,"Male",32,"CF0022_1100_NE.jpg","Female",99,99,"2"
"24",2018-07-03,10:35:46,"Male",32,"CF0023_1100_NE.jpg","Female",91,97,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0025_1100_NE.jpg","Female",102,93,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0026_1110_NE.jpg","Female",130,130,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0027_1110_NE.jpg","Female",99,99,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0028_1100_NE.jpg","Female",94,84,"4"
"24",2018-07-03,10:35:46,"Male",32,"CF0029_1100_NE.jpg","Female",87,87,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0030_1100_NE.jpg","Female",113,113,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0031_1100_NE.jpg","Female",106,106,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0032_1100_NE.jpg","Female",97,97,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0033_1100_NE.jpg","Female",102,70,"3"
"24",2018-07-03,10:35:46,"Male",32,"CF0034_1100_NE.jpg","Female",104,127,"3"
"24",2018-07-03,10:35:46,"Male",32,"CF0035_1100_NE.jpg","Female",114,94,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0035_1101_NE.jpg","Female",92,92,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0036_1100_NE.jpg","Female",96,125,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0037_1100_NE.jpg","Female",94,94,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0038_1110_NE.jpg","Female",99,93,"7"
"24",2018-07-03,10:35:46,"Male",32,"CF0039_1110_NE.jpg","Female",109,109,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0040_1110_NE.jpg","Female",103,103,"7"
"24",2018-07-03,10:35:46,"Male",32,"CF0041_1100_NE.jpg","Female",111,119,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0042_1100_NE.jpg","Female",113,103,"2"
"24",2018-07-03,10:35:46,"Male",32,"CF0043_1100_NE.jpg","Female",98,85,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0044_1100_NE.jpg","Female",101,93,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0045_1110_NE.jpg","Female",105,105,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0046_1100_NE.jpg","Female",100,100,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0048_1101_NE.jpg","Female",99,99,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0049_1100_NE.jpg","Female",102,105,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0050_1100_NE.jpg","Female",92,80,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0051_1100_NE.jpg","Female",83,94,"1"
"24",2018-07-03,10:35:46,"Male",32,"CF0052_1100_NE.jpg","Female",91,99,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0053_1100_NE.jpg","Female",102,107,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0054_1100_NE.jpg","Female",109,109,"6"
"24",2018-07-03,10:35:46,"Male",32,"CF0055_1100_NE.jpg","Female",109,109,"4"
"24",2018-07-03,10:35:46,"Male",32,"CF0056_1110_NE.jpg","Female",100,100,"5"
"24",2018-07-03,10:35:46,"Male",32,"CF0057_1100_NE.jpg","Female",100,100,"2"
"24",2018-07-03,10:35:46,"Male",32,"CF0058_1100_NE.jpg","Female",91,99,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0001_1100_NE.jpg","Male",96,96,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0002_1100_NE.jpg","Male",92,92,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0003_1101_NE.jpg","Male",97,96,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0004_1100_NE.jpg","Male",90,108,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0005_1100_NE.jpg","Male",98,98,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0006_1110_NE.jpg","Male",105,109,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0007_1100_NE.jpg","Male",103,108,"5"
"24",2018-07-03,10:35:46,"Male",32,"CM0008_1100_NE.jpg","Male",112,112,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0009_1100_NE.jpg","Male",113,113,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0010_1100_NE.jpg","Male",103,112,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0011_1100_NE.jpg","Male",89,89,"5"
"24",2018-07-03,10:35:46,"Male",32,"CM0012_1101_NE.jpg","Male",121,118,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0013_1111_NE.jpg","Male",97,92,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0014_1101_NE.jpg","Male",90,90,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0015_1100_NE.jpg","Male",90,70,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0016_1100_NE.jpg","Male",94,98,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0017_1100_NE.jpg","Male",100,100,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0018_1110_NE.jpg","Male",101,78,"1"
"24",2018-07-03,10:35:46,"Male",32,"CM0019_1110_NE.jpg","Male",101,108,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0020_1110_NE.jpg","Male",97,87,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0021_1100_NE.jpg","Male",91,70,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0021_1101_NE.jpg","Male",113,113,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0022_1110_NE.jpg","Male",96,106,"1"
"24",2018-07-03,10:35:46,"Male",32,"CM0023_1101_NE.jpg","Male",113,113,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0024_1110_NE.jpg","Male",97,97,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0025_1100_NE.jpg","Male",112,112,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0026_1100_NE.jpg","Male",100,124,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0027_1101_NE.jpg","Male",96,110,"4"
"24",2018-07-03,10:35:46,"Male",32,"CM0028_1100_NE.jpg","Male",113,113,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0029_1100_NE.jpg","Male",97,97,"5"
"24",2018-07-03,10:35:46,"Male",32,"CM0030_1100_NE.jpg","Male",75,75,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0031_1100_NE.jpg","Male",87,87,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0033_1100_NE.jpg","Male",102,104,"5"
"24",2018-07-03,10:35:46,"Male",32,"CM0034_1111_NE.jpg","Male",81,81,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0035_1100_NE.jpg","Male",99,99,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0037_1110_NE.jpg","Male",89,70,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0038_1100_NE.jpg","Male",115,115,"7"
"24",2018-07-03,10:35:46,"Male",32,"CM0039_1100_NE.jpg","Male",101,101,"4"
"24",2018-07-03,10:35:46,"Male",32,"CM0040_1100_NE.jpg","Male",77,77,"5"
"24",2018-07-03,10:35:46,"Male",32,"CM0041_1100_NE.jpg","Male",83,83,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0042_1100_NE.jpg","Male",111,130,"1"
"24",2018-07-03,10:35:46,"Male",32,"CM0043_1100_NE.jpg","Male",91,91,"6"
"24",2018-07-03,10:35:46,"Male",32,"CM0044_1100_NE.jpg","Male",103,128,"5"
"24",2018-07-03,10:35:46,"Male",32,"CM0045_1100_NE.jpg","Male",96,96,"3"
"24",2018-07-03,10:35:46,"Male",32,"CM0046_1100_NE.jpg","Male",97,111,"1"
"24",2018-07-03,10:35:46,"Male",32,"CM0047_1100_NE.jpg","Male",99,110,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0048_1100_NE.jpg","Male",108,110,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0050_1100_NE.jpg","Male",101,101,"2"
"24",2018-07-03,10:35:46,"Male",32,"CM0051_1100_NE.jpg","Male",113,113,"2"
