"id","date","time","sex","age","stimulus","stimulus_gender","iq","perc_iq","perc_attr"
"18",2018-06-28,12:23:36,"Female",18,"CF0001_1101_NE.jpg","Female",108,130,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF00016_1100_NE.jpg","Female",68,70,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF00017_1100_NE.jpg","Female",105,130,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF00018_1100_NE.jpg","Female",100,101,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF00019_1100_NE.jpg","Female",102,130,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0002_1100_NE.jpg","Female",114,114,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0003_1100_NE.jpg","Female",123,123,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0004_1100_NE.jpg","Female",99,99,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0005_1100_NE.jpg","Female",101,119,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0006_1100_NE.jpg","Female",104,104,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0007_1100_NE.jpg","Female",95,95,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0008_1100_NE.jpg","Female",96,85,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0009_1100_NE.jpg","Female",103,103,"7"
"18",2018-06-28,12:23:36,"Female",18,"CF0010_1100_NE.jpg","Female",98,106,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0011_1101_NE.jpg","Female",118,118,"7"
"18",2018-06-28,12:23:36,"Female",18,"CF0012_1110_NE.jpg","Female",100,111,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF0013_1110_NE.jpg","Female",101,118,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0014_1100_NE.jpg","Female",97,79,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0015_1110_NE.jpg","Female",107,116,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0020_1100_NE.jpg","Female",87,87,"4"
"18",2018-06-28,12:23:36,"Female",18,"CF0021_1100_NE.jpg","Female",114,97,"7"
"18",2018-06-28,12:23:36,"Female",18,"CF0022_1100_NE.jpg","Female",100,112,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0023_1100_NE.jpg","Female",114,121,"4"
"18",2018-06-28,12:23:36,"Female",18,"CF0025_1100_NE.jpg","Female",91,84,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0026_1110_NE.jpg","Female",120,130,"7"
"18",2018-06-28,12:23:36,"Female",18,"CF0027_1110_NE.jpg","Female",112,130,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0028_1100_NE.jpg","Female",110,110,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0029_1100_NE.jpg","Female",101,101,"4"
"18",2018-06-28,12:23:36,"Female",18,"CF0030_1100_NE.jpg","Female",103,114,"4"
"18",2018-06-28,12:23:36,"Female",18,"CF0031_1100_NE.jpg","Female",98,128,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0032_1100_NE.jpg","Female",113,88,"4"
"18",2018-06-28,12:23:36,"Female",18,"CF0033_1100_NE.jpg","Female",105,108,"4"
"18",2018-06-28,12:23:36,"Female",18,"CF0034_1100_NE.jpg","Female",98,98,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF0035_1100_NE.jpg","Female",104,87,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0035_1101_NE.jpg","Female",116,130,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0036_1100_NE.jpg","Female",107,96,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0037_1100_NE.jpg","Female",108,130,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF0038_1110_NE.jpg","Female",107,129,"7"
"18",2018-06-28,12:23:36,"Female",18,"CF0039_1110_NE.jpg","Female",112,112,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF0040_1110_NE.jpg","Female",94,94,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0041_1100_NE.jpg","Female",101,101,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF0042_1100_NE.jpg","Female",101,101,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0043_1100_NE.jpg","Female",98,98,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0044_1100_NE.jpg","Female",107,115,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0045_1110_NE.jpg","Female",102,102,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0046_1100_NE.jpg","Female",111,111,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0048_1101_NE.jpg","Female",103,103,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0049_1100_NE.jpg","Female",88,93,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0050_1100_NE.jpg","Female",87,107,"1"
"18",2018-06-28,12:23:36,"Female",18,"CF0051_1100_NE.jpg","Female",87,90,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0052_1100_NE.jpg","Female",96,96,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0053_1100_NE.jpg","Female",97,97,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0054_1100_NE.jpg","Female",114,114,"2"
"18",2018-06-28,12:23:36,"Female",18,"CF0055_1100_NE.jpg","Female",112,112,"3"
"18",2018-06-28,12:23:36,"Female",18,"CF0056_1110_NE.jpg","Female",119,97,"6"
"18",2018-06-28,12:23:36,"Female",18,"CF0057_1100_NE.jpg","Female",100,100,"5"
"18",2018-06-28,12:23:36,"Female",18,"CF0058_1100_NE.jpg","Female",104,104,"7"
"18",2018-06-28,12:23:36,"Female",18,"CM0001_1100_NE.jpg","Male",115,115,"5"
"18",2018-06-28,12:23:36,"Female",18,"CM0002_1100_NE.jpg","Male",98,83,"2"
"18",2018-06-28,12:23:36,"Female",18,"CM0003_1101_NE.jpg","Male",85,114,"5"
"18",2018-06-28,12:23:36,"Female",18,"CM0004_1100_NE.jpg","Male",93,93,"2"
"18",2018-06-28,12:23:36,"Female",18,"CM0005_1100_NE.jpg","Male",111,111,"7"
"18",2018-06-28,12:23:36,"Female",18,"CM0006_1110_NE.jpg","Male",98,98,"4"
"18",2018-06-28,12:23:36,"Female",18,"CM0007_1100_NE.jpg","Male",90,93,"2"
"18",2018-06-28,12:23:36,"Female",18,"CM0008_1100_NE.jpg","Male",110,90,"1"
"18",2018-06-28,12:23:36,"Female",18,"CM0009_1100_NE.jpg","Male",101,101,"1"
"18",2018-06-28,12:23:36,"Female",18,"CM0010_1100_NE.jpg","Male",94,94,"2"
"18",2018-06-28,12:23:36,"Female",18,"CM0011_1100_NE.jpg","Male",104,104,"5"
"18",2018-06-28,12:23:36,"Female",18,"CM0012_1101_NE.jpg","Male",106,94,"6"
"18",2018-06-28,12:23:36,"Female",18,"CM0013_1111_NE.jpg","Male",99,101,"6"
"18",2018-06-28,12:23:36,"Female",18,"CM0014_1101_NE.jpg","Male",93,70,"2"
"18",2018-06-28,12:23:36,"Female",18,"CM0015_1100_NE.jpg","Male",96,105,"5"
"18",2018-06-28,12:23:36,"Female",18,"CM0016_1100_NE.jpg","Male",79,79,"6"
"18",2018-06-28,12:23:36,"Female",18,"CM0017_1100_NE.jpg","Male",93,93,"5"
"18",2018-06-28,12:23:36,"Female",18,"CM0018_1110_NE.jpg","Male",89,81,"7"
"18",2018-06-28,12:23:36,"Female",18,"CM0019_1110_NE.jpg","Male",78,70,"4"
"18",2018-06-28,12:23:36,"Female",18,"CM0020_1110_NE.jpg","Male",82,116,"1"
"18",2018-06-28,12:23:36,"Female",18,"CM0021_1100_NE.jpg","Male",109,109,"7"
