"id","date","time","sex","age","stimulus","stimulus_gender","iq","perceived_iq","perceived_attractiveness"
"27",2018-06-17,13:48:48,"Male",26,"CF0001_1101_NE.jpg","Female",121,113,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF00016_1100_NE.jpg","Female",85,85,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF00017_1100_NE.jpg","Female",99,103,"4"
"27",2018-06-17,13:48:48,"Male",26,"CF00018_1100_NE.jpg","Female",98,84,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF00019_1100_NE.jpg","Female",93,93,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0002_1100_NE.jpg","Female",115,115,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0003_1100_NE.jpg","Female",95,53,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0004_1100_NE.jpg","Female",85,85,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0005_1100_NE.jpg","Female",94,85,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0006_1100_NE.jpg","Female",97,97,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0007_1100_NE.jpg","Female",98,98,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0008_1100_NE.jpg","Female",100,100,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0009_1100_NE.jpg","Female",97,97,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0010_1100_NE.jpg","Female",101,100,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0011_1101_NE.jpg","Female",111,88,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0012_1110_NE.jpg","Female",100,100,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0013_1110_NE.jpg","Female",98,98,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0014_1100_NE.jpg","Female",114,114,"6"
"27",2018-06-17,13:48:48,"Male",26,"CF0015_1110_NE.jpg","Female",86,86,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0020_1100_NE.jpg","Female",92,92,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0021_1100_NE.jpg","Female",91,97,"6"
"27",2018-06-17,13:48:48,"Male",26,"CF0022_1100_NE.jpg","Female",105,105,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0023_1100_NE.jpg","Female",106,106,"4"
"27",2018-06-17,13:48:48,"Male",26,"CF0025_1100_NE.jpg","Female",93,83,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0026_1110_NE.jpg","Female",100,100,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0027_1110_NE.jpg","Female",93,117,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0028_1100_NE.jpg","Female",113,120,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0029_1100_NE.jpg","Female",85,90,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0030_1100_NE.jpg","Female",116,134,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0031_1100_NE.jpg","Female",102,98,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0032_1100_NE.jpg","Female",96,96,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0033_1100_NE.jpg","Female",89,89,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0034_1100_NE.jpg","Female",94,94,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0035_1100_NE.jpg","Female",91,91,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0035_1101_NE.jpg","Female",101,101,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0036_1100_NE.jpg","Female",91,91,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0037_1100_NE.jpg","Female",96,71,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0038_1110_NE.jpg","Female",105,105,"5"
"27",2018-06-17,13:48:48,"Male",26,"CF0039_1110_NE.jpg","Female",111,109,"6"
"27",2018-06-17,13:48:48,"Male",26,"CF0040_1110_NE.jpg","Female",87,79,"4"
"27",2018-06-17,13:48:48,"Male",26,"CF0041_1100_NE.jpg","Female",105,122,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0042_1100_NE.jpg","Female",106,98,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0043_1100_NE.jpg","Female",107,83,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0044_1100_NE.jpg","Female",99,99,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0045_1110_NE.jpg","Female",86,63,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0046_1100_NE.jpg","Female",109,107,"6"
"27",2018-06-17,13:48:48,"Male",26,"CF0048_1101_NE.jpg","Female",107,91,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0049_1100_NE.jpg","Female",99,130,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0050_1100_NE.jpg","Female",115,115,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0051_1100_NE.jpg","Female",84,105,"2"
"27",2018-06-17,13:48:48,"Male",26,"CF0052_1100_NE.jpg","Female",112,112,"6"
"27",2018-06-17,13:48:48,"Male",26,"CF0053_1100_NE.jpg","Female",98,77,"1"
"27",2018-06-17,13:48:48,"Male",26,"CF0054_1100_NE.jpg","Female",98,88,"3"
"27",2018-06-17,13:48:48,"Male",26,"CF0055_1100_NE.jpg","Female",100,104,"4"
"27",2018-06-17,13:48:48,"Male",26,"CF0056_1110_NE.jpg","Female",102,102,"6"
"27",2018-06-17,13:48:48,"Male",26,"CF0057_1100_NE.jpg","Female",103,103,"7"
"27",2018-06-17,13:48:48,"Male",26,"CF0058_1100_NE.jpg","Female",75,75,"4"
"27",2018-06-17,13:48:48,"Male",26,"CM0001_1100_NE.jpg","Male",111,88,"4"
