"id","date","time","sex","age","stimulus","stimulus_gender","iq","perceived_iq","perceived_attractiveness"
"04",2018-06-25,13:10:23,"Female",25,"CF0001_1101_NE.jpg","Female",99,103,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF00016_1100_NE.jpg","Female",107,107,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF00017_1100_NE.jpg","Female",107,116,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF00018_1100_NE.jpg","Female",106,102,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF00019_1100_NE.jpg","Female",95,95,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0002_1100_NE.jpg","Female",105,119,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0003_1100_NE.jpg","Female",102,102,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0004_1100_NE.jpg","Female",99,99,"6"
"04",2018-06-25,13:10:23,"Female",25,"CF0005_1100_NE.jpg","Female",76,76,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0006_1100_NE.jpg","Female",103,103,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0007_1100_NE.jpg","Female",89,56,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF0008_1100_NE.jpg","Female",106,121,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0009_1100_NE.jpg","Female",93,93,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF0010_1100_NE.jpg","Female",98,98,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0011_1101_NE.jpg","Female",105,105,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0012_1110_NE.jpg","Female",101,130,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0013_1110_NE.jpg","Female",106,105,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0014_1100_NE.jpg","Female",85,85,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0015_1110_NE.jpg","Female",113,113,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0020_1100_NE.jpg","Female",106,87,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0021_1100_NE.jpg","Female",110,94,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0022_1100_NE.jpg","Female",120,120,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0023_1100_NE.jpg","Female",112,112,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0025_1100_NE.jpg","Female",86,86,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF0026_1110_NE.jpg","Female",98,98,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0027_1110_NE.jpg","Female",94,94,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0028_1100_NE.jpg","Female",93,75,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0029_1100_NE.jpg","Female",124,124,"6"
"04",2018-06-25,13:10:23,"Female",25,"CF0030_1100_NE.jpg","Female",84,85,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0031_1100_NE.jpg","Female",114,113,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0032_1100_NE.jpg","Female",97,75,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF0033_1100_NE.jpg","Female",98,98,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0034_1100_NE.jpg","Female",82,82,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0035_1100_NE.jpg","Female",95,95,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0035_1101_NE.jpg","Female",100,111,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0036_1100_NE.jpg","Female",98,98,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0037_1100_NE.jpg","Female",114,100,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF0038_1110_NE.jpg","Female",103,103,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF0039_1110_NE.jpg","Female",99,99,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF0040_1110_NE.jpg","Female",91,91,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0041_1100_NE.jpg","Female",93,93,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0042_1100_NE.jpg","Female",99,99,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF0043_1100_NE.jpg","Female",91,71,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0044_1100_NE.jpg","Female",106,106,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF0045_1110_NE.jpg","Female",83,83,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF0046_1100_NE.jpg","Female",109,145,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0048_1101_NE.jpg","Female",106,106,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0049_1100_NE.jpg","Female",114,95,"4"
"04",2018-06-25,13:10:23,"Female",25,"CF0050_1100_NE.jpg","Female",94,84,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0051_1100_NE.jpg","Female",93,93,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0052_1100_NE.jpg","Female",116,114,"3"
"04",2018-06-25,13:10:23,"Female",25,"CF0053_1100_NE.jpg","Female",99,99,"2"
"04",2018-06-25,13:10:23,"Female",25,"CF0054_1100_NE.jpg","Female",113,113,"5"
"04",2018-06-25,13:10:23,"Female",25,"CF0055_1100_NE.jpg","Female",99,99,"7"
"04",2018-06-25,13:10:23,"Female",25,"CF0056_1110_NE.jpg","Female",96,112,"6"
"04",2018-06-25,13:10:23,"Female",25,"CF0057_1100_NE.jpg","Female",91,91,"1"
"04",2018-06-25,13:10:23,"Female",25,"CF0058_1100_NE.jpg","Female",115,129,"6"
"04",2018-06-25,13:10:23,"Female",25,"CM0001_1100_NE.jpg","Male",89,89,"7"
"04",2018-06-25,13:10:23,"Female",25,"CM0002_1100_NE.jpg","Male",103,122,"5"
"04",2018-06-25,13:10:23,"Female",25,"CM0003_1101_NE.jpg","Male",115,91,"4"
"04",2018-06-25,13:10:23,"Female",25,"CM0004_1100_NE.jpg","Male",103,113,"2"
